	tetragrama	Palabra	Aparece en:	OTS	INALI	OTQ	RFE	fon
22	ihua	(cihuacóatl)	Ra nhñu ge'a bi thuxa nuni Zacatla, ra hñandi ra nija ra nxujuä (cihuacóatl) ja ya ñäxu anmo ya metlatelolco.	ra njñu ge'a bi tjuxa nuni zatsatla, ra jñandi ra nija ra nxujuä (tsijuatsóatl) ja ya ñäxu anmo ya metlateloltso.	ra nhñu ge'a bi thuxa nuni zatsatla, ra hñandi ra nija ra nxujuä (tsihuatsóatl) ja ya ñäxu anmo ya metlateloltso.	ra nhñu ge'a bi thuxa nuni zatsatla, ra hñandi ra nija ra nxujuä (tsihuatsóatl) ja ya ñäxu anmo ya metlateloltso.	ra nhñu geʔa bi thuša nuni zacatla, ra hñandi ra nikha ra nšukhuᶏ (cihuacóatl) kha ya ñᶏšu anmo ya metlatelolco.	ra nhɲu geʔa bi thuʃa nuni zat͡satla, ra hɲandi ra nikha ra nʃukhuã (t͡sihuat͡sóatl) kha ja ɲãʃu anmo ja metlatelolt͡so.
23	ihua	Cihuacóatl	e mi r'ani dega xui ra Cihuacóatl g'ea mi zoni ne mı mafi.	e mi r'ani dega xui ra tsijuatsóatl g'ea mi zoni ne mı mafi.	e mi r'ani dega xui ra tsihuatsóatl g'ea mi zoni ne mı mafi.	e mi r'ani dega xui ra tsihuatsóatl g'ea mi zoni ne mı mafi.	e mi rʔani dega šui ra cihuacóatl gʔea mi zoni ne mı maphi.	e mi rʔani dega ʃui ra t͡sihuat͡sóatl gʔea mi zoni ne mı maɸi.
24	ihua	Tzihuacpopoca	Ra Tzihuacpopoca bi o̱t'a gue̱nda ge'a ra Ts'e̱y'e̱hmu	ra tzijuatspopotsa bi o̱t'a gue̱nda ge'a ra ts'e̱y'e̱jmu	ra tzihuatspopotsa bi o̱t'a gue̱nda ge'a ra ts'e̱y'e̱hmu	ra tzihuatspopotsa bi o̱t'a gue̱nda ge'a ra ts'e̱y'e̱hmu	ra tzihuacpopoca bi ɔtʔa guɛnda geʔa ra cʔɛyʔɛhmu	ra tzihuat͡spopot͡sa bi ɔtʔa guɛnda geʔa ra t͡sʔɛjʔɛhmu
25	ihua	Tzihuacpopoca:	—Inga gehni, bo̱nahmu. Nuna ra thuhu ra Tzihuacpopoca: ge ri ñ'ehe po ra Ts'e̱y'e̱hmu.	-inga gejni, bo̱najmu. nuna ra tjuju ra tzijuatspopotsa: ge ri ñ'eje po ra ts'e̱y'e̱jmu.	-inga gehni, bo̱nahmu. nuna ra thuhu ra tzihuatspopotsa: ge ri ñ'ehe po ra ts'e̱y'e̱hmu.	-inga gehni, bo̱nahmu. nuna ra thuhu ra tzihuatspopotsa: ge ri ñ'ehe po ra ts'e̱y'e̱hmu.	-inga gehni, bɔnahmu. nuna ra thuhu ra tzihuacpopoca: ge ri ñʔehe po ra cʔɛyʔɛhmu.	-inga gehni, bɔnahmu. nuna ra thuhu ra tzihuat͡spopot͡sa: ge ri ɲʔehe po ra t͡sʔɛjʔɛhmu.
26	ihua	Huixtocihuatl	Ra mu̱di ra pa mi o̱t'e ra ngo ra mäkime ra u, ra thuhu ra Huixtocihuatl	ra mu̱di ra pa mi o̱t'e ra ngo ra mäkime ra u, ra tjuju ra juixtotsijuatl	ra mu̱di ra pa mi o̱t'e ra ngo ra mäkime ra u, ra thuhu ra huixtotsihuatl	ra mu̱di ra pa mi o̱t'e ra ngo ra mäkime ra u, ra thuhu ra huixtotsihuatl	ra mɨdi ra pa mi ɔtʔe ra ngo ra mᶏkime ra u, ra thuhu ra huištocihuatl	ra mɨdi ra pa mi ɔtʔe ra ngo ra mãkime ra u, ra thuhu ra huiʃtot͡sihuatl
27	ihua	Cihuacóatl?	—¿Te be'a gi mä nu'i Cihuacóatl?	-¿te be'a gi mä nu'i tsijuatsóatl?	-¿te be'a gi mä nu'i tsihuatsóatl?	-¿te be'a gi mä nu'i tsihuatsóatl?	-¿te beʔa gi mᶏ nuʔi cihuacóatl?	-¿te beʔa gi mã nuʔi t͡sihuat͡sóatl?
28	ihua	Cihuacóatl:	Ebu̱ bi dädi ra Cihuacóatl:	ebu̱ bi dädi ra tsijuatsóatl:	ebu̱ bi dädi ra tsihuatsóatl:	ebu̱ bi dädi ra tsihuatsóatl:	ebɨ bi dᶏdi ra cihuacóatl:	ebɨ bi dãdi ra t͡sihuat͡sóatl:
29	ihua	Cihuacóatl,	o xa y'o̱de xa nzoni nu'a ra b'e̱hña t'embabi ra Cihuacóatl,	o xa y'o̱de xa nzoni nu'a ra b'e̱jña t'embabi ra tsijuatsóatl,	o xa y'o̱de xa nzoni nu'a ra b'e̱hña t'embabi ra tsihuatsóatl,	o xa y'o̱de xa nzoni nu'a ra b'e̱hña t'embabi ra tsihuatsóatl,	o ša yʔɔde ša nzoni nuʔa ra bʔɛhña tʔembabi ra cihuacóatl,	o ʃa jʔɔde ʃa nzoni nuʔa ra bʔɛhɲa tʔembabi ra t͡sihuat͡sóatl,
30	ihua	Tzihuacpopocatzin,	Ge'a ra ju̱t'a ñ'u ra Tzihuacpopocatzin, ne ndunthi mar'a ya ñ'oui ge nehe mra ndä.	ge'a ra ju̱t'a ñ'u ra tzijuatspopotsatzin, ne nduntji mar'a ya ñ'oui ge neje mra ndä.	ge'a ra ju̱t'a ñ'u ra tzihuatspopotsatzin, ne ndunthi mar'a ya ñ'oui ge nehe mra ndä.	ge'a ra ju̱t'a ñ'u ra tzihuatspopotsatzin, ne ndunthi mar'a ya ñ'oui ge nehe mra ndä.	geʔa ra khɨtʔa ñʔu ra tzihuacpopocatzin, ne ndunthi marʔa ya ñʔoui ge nehe mra ndᶏ.	geʔa ra khɨtʔa ɲʔu ra tzihuat͡spopot͡satzin, ne ndunthi maɾʔa ja ɲʔoui ge nehe mɾa ndã.
31	ihua	Cihuacóatl	Ebu̱ bi thädi ra Cihuacóatl Tlacotzin:	ebu̱ bi tjädi ra tsijuatsóatl tlatsotzin:	ebu̱ bi thädi ra tsihuatsóatl tlatsotzin:	ebu̱ bi thädi ra tsihuatsóatl tlatsotzin:	ebɨ bi thᶏdi ra cihuacóatl tlacotzin:	ebɨ bi thãdi ra t͡sihuat͡sóatl tlat͡sotzin:
32	ihua	Cihuacóatl	Ha ra hñu je̱ya (3—Ngu), bi thopabi ya bätsa ndä ra Cihuacóatl Tzihuacpopocatzin ne ra Cicpatzin Tecuecuenotzin.	ja ra jñu je̱ya (3-ngu), bi tjopabi ya bätsa ndä ra tsijuatsóatl tzijuatspopotsatzin ne ra tsitspatzin tetsuetsuenotzin.	ha ra hñu je̱ya (3-ngu), bi thopabi ya bätsa ndä ra tsihuatsóatl tzihuatspopotsatzin ne ra tsitspatzin tetsuetsuenotzin.	ha ra hñu je̱ya (3-ngu), bi thopabi ya bätsa ndä ra tsihuatsóatl tzihuatspopotsatzin ne ra tsitspatzin tetsuetsuenotzin.	ha ra hñu khɛya (3-ngu), bi thopabi ya bᶏca ndᶏ ra cihuacóatl tzihuacpopocatzin ne ra cicpatzin tecuecuenotzin.	ha ra hɲu khɛja (3-ngu), bi thopabi ja bãt͡sa ndã ra t͡sihuat͡sóatl tzihuat͡spopot͡satzin ne ra t͡sit͡spatzin tet͡suet͡suenotzin.
33	ihua	(Cihuacóatl)	Ebu̱ bi ts'its'i ra Xóchitl, bi ma ba ts'ogi nub'u̱ ha ra nija ya b'e̱hña (Cihuacóatl) ha Axocotzinco.	ebu̱ bi ts'its'i ra xóchitl, bi ma ba ts'ogi nub'u̱ ja ra nija ya b'e̱jña (tsijuatsóatl) ja axotsotzintso.	ebu̱ bi ts'its'i ra xóchitl, bi ma ba ts'ogi nub'u̱ ha ra nija ya b'e̱hña (tsihuatsóatl) ha axotsotzintso.	ebu̱ bi ts'its'i ra xótxitl, bi ma ba ts'ogi nub'u̱ ha ra nija ya b'e̱hña (tsihuatsóatl) ha axotsotzintso.	ebɨ bi cʔicʔi ra šóčitl, bi ma ba cʔogi nubʔɨ ha ra nikha ya bʔɛhña (cihuacóatl) ha ašocotzinco.	ebɨ bi t͡sʔit͡sʔi ra ʃót͡ʃitl, bi ma ba t͡sʔogi nubʔɨ ha ra nikha ja bʔɛhɲa (t͡sihuat͡sóatl) ha aʃot͡sotzint͡so.
34	uitl	Tecuílhuitl	Njabu̱ bi bo̱nga dega xui. Mra ngo nub'u̱ ra Tecuílhuitl bi bo̱nga: nub'u̱ bi ja ya du ha ra r'ani ra dehe ya u̱erna.	njabu̱ bi bo̱nga dega xui. mra ngo nub'u̱ ra tetsuíljuitl bi bo̱nga: nub'u̱ bi ja ya du ja ra r'ani ra deje ya u̱erna.	njabu̱ bi bo̱nga dega xui. mra ngo nub'u̱ ra tetsuílhuitl bi bo̱nga: nub'u̱ bi ja ya du ha ra r'ani ra dehe ya u̱erna.	njabu̱ bi bo̱nga dega xui. mra ngo nub'u̱ ra tetsuílhuitl bi bo̱nga: nub'u̱ bi ja ya du ha ra r'ani ra dehe ya u̱erna.	nkhabɨ bi bɔnga dega šui. mra ngo nubʔɨ ra tecuílhuitl bi bɔnga: nubʔɨ bi kha ya du ha ra rʔani ra dehe ya ɨerna.	nkhabɨ bi bɔnga dega ʃui. mɾa ngo nubʔɨ ra tet͡suílhuitl bi bɔnga: nubʔɨ bi kha ja du ha ra rʔani ra dehe ja ɨeɾna.
35	uitl	Coaíhuitl,	nu'i ra Coaíhuitl, nu'i Ytzpotonqui,	nu'i ra tsoaíjuitl, nu'i ytzpotonqui,	nu'i ra tsoaíhuitl, nu'i ytzpotonqui,	nu'i ra tsoaíhuitl, nu'i ytzpotonqui,	nuʔi ra coaíhuitl, nuʔi ytzpotonqui,	nuʔi ra t͡soaíhuitl, nuʔi jtzpotonqui,
36	uitl	Cuitlalpítoc.	gi ñ'oui, gi me̱ui ra Cuitlalpítoc.	gi ñ'oui, gi me̱ui ra tsuitlalpítots.	gi ñ'oui, gi me̱ui ra tsuitlalpítots.	gi ñ'oui, gi me̱ui ra tsuitlalpítots.	gi ñʔoui, gi mɛui ra cuitlalpítoc.	gi ɲʔoui, gi mɛui ra t͡suitlalpítot͡s.
37	uitl	Cuitlachíhuitl,	Cuitlachíhuitl, maná ra ñ'emabagi ha ra ts'okat'o̱t'amfeni.	tsuitlachíjuitl, maná ra ñ'emabagi ja ra ts'okat'o̱t'amfeni.	tsuitlachíhuitl, maná ra ñ'emabagi ha ra ts'okat'o̱t'amfeni.	tsuitlatxíhuitl, maná ra ñ'emabagi ha ra ts'okat'o̱t'amfeni.	cuitlačíhuitl, maná ra ñʔemabagi ha ra cʔokatʔɔtʔampheni.	t͡suitlat͡ʃíhuitl, maná ra ɲʔemabagi ha ra t͡sʔokatʔɔtʔamɸeni.
38	uitl	Cuitlahuacatzin	Ra nthädi ra Cuitlahuacatzin bi ena ge ina da o̱t'e nuya bi b'e̱pabi ya nso̱ho̱jä'i,	ra ntjädi ra tsuitlajuatsatzin bi ena ge ina da o̱t'e nuya bi b'e̱pabi ya nso̱jo̱jä'i,	ra nthädi ra tsuitlahuatsatzin bi ena ge ina da o̱t'e nuya bi b'e̱pabi ya nso̱ho̱jä'i,	ra nthädi ra tsuitlahuatsatzin bi ena ge ina da o̱t'e nuya bi b'e̱pabi ya nso̱ho̱jä'i,	ra nthᶏdi ra cuitlahuacatzin bi ena ge ina da ɔtʔe nuya bi bʔɛpabi ya nsɔhɔkhᶏʔi,	ra nthãdi ra t͡suitlahuat͡satzin bi ena ge ina da ɔtʔe nuja bi bʔɛpabi ja nsɔhɔkhãʔi,
39	uitl	Tecuílhuitl,	ge'a Tecuílhuitl, ra ngo dige'a ya bo̱nahmu,	ge'a tetsuíljuitl, ra ngo dige'a ya bo̱najmu,	ge'a tetsuílhuitl, ra ngo dige'a ya bo̱nahmu,	ge'a tetsuílhuitl, ra ngo dige'a ya bo̱nahmu,	geʔa tecuílhuitl, ra ngo digeʔa ya bɔnahmu,	geʔa tet͡suílhuitl, ra ngo digeʔa ja bɔnahmu,
40	uitl	Cuitlahuacatzin	Nuna ge bi mä ge'a ra ngätsi thandi, njabu̱ ra Ts'e̱y'e̱hmu mi be̱'di da ñä nu'u̱ mar'a, nuna däta bi mä nu'a mi beni. Ra Cuitlahuacatzin bi mä:	nuna ge bi mä ge'a ra ngätsi tjandi, njabu̱ ra ts'e̱y'e̱jmu mi be̱'di da ñä nu'u̱ mar'a, nuna däta bi mä nu'a mi beni. ra tsuitlajuatsatzin bi mä:	nuna ge bi mä ge'a ra ngätsi thandi, njabu̱ ra ts'e̱y'e̱hmu mi be̱'di da ñä nu'u̱ mar'a, nuna däta bi mä nu'a mi beni. ra tsuitlahuatsatzin bi mä:	nuna ge bi mä ge'a ra ngätsi thandi, njabu̱ ra ts'e̱y'e̱hmu mi be̱'di da ñä nu'u̱ mar'a, nuna däta bi mä nu'a mi beni. ra tsuitlahuatsatzin bi mä:	nuna ge bi mᶏ geʔa ra ngᶏci thandi, nkhabɨ ra cʔɛyʔɛhmu mi bɛʔdi da ñᶏ nuʔɨ marʔa, nuna dᶏta bi mᶏ nuʔa mi beni. ra cuitlahuacatzin bi mᶏ:	nuna ge bi mã geʔa ra ngãt͡si thandi, nkhabɨ ra t͡sʔɛjʔɛhmu mi bɛʔdi da ɲã nuʔɨ maɾʔa, nuna dãta bi mã nuʔa mi beni. ra t͡suitlahuat͡satzin bi mã:
41	uitl	Cuitláhuac,	B'ai nuua nko ngeki ya Täayä nuni Tlaxcala, Huexotzinco, Cholula, Chalco, Acolhuacan, Cuauhnáhuac, Xochimilco, Mizquic, Cuitláhuac, Culhuacan.	b'ai nuua nko ngeki ya täayä nuni tlaxtsala, juexotzintso, cholula, chaltso, atsoljuatsan, tsuaujnájuats, xochimiltso, mizquits, tsuitlájuats, tsuljuatsan.	b'ai nuua nko ngeki ya täayä nuni tlaxtsala, huexotzintso, cholula, chaltso, atsolhuatsan, tsuauhnáhuats, xochimiltso, mizquits, tsuitláhuats, tsulhuatsan.	b'ai nuua nko ngeki ya täayä nuni tlaxtsala, huexotzintso, txolula, txaltso, atsolhuatsan, tsuauhnáhuats, xotximiltso, mizquits, tsuitláhuats, tsulhuatsan.	bʔai nuua nko ngeki ya tᶏayᶏ nuni tlašcala, huešotzinco, čolula, čalco, acolhuacan, cuauhnáhuac, šočimilco, mizquic, cuitláhuac, culhuacan.	bʔai nuua nko ngeki ja tãajã nuni tlaʃt͡sala, hueʃotzint͡so, t͡ʃolula, t͡ʃalt͡so, at͡solhuat͡san, t͡suauhnáhuat͡s, ʃot͡ʃimilt͡so, mizquit͡s, t͡suitláhuat͡s, t͡sulhuat͡san.
42	uitl	Tepeílhuitl.	Bi fu̱di ra zänä ra Tepeílhuitl. Bi nteste gatho ya jä'i. R'a xi bi tsiti, gatho ha ya ze̱ki ra (ngo̱k'ei) xi bi nto̱ge nubu̱ nuna xäxi, gatho ya hmi, ha ya ñäxu, ne ha ya tihñä.	bi fu̱di ra zänä ra tepeíljuitl. bi nteste gatjo ya jä'i. r'a xi bi tsiti, gatjo ja ya ze̱ki ra (ngo̱k'ei) xi bi nto̱ge nubu̱ nuna xäxi, gatjo ya jmi, ja ya ñäxu, ne ja ya tijñä.	bi fu̱di ra zänä ra tepeílhuitl. bi nteste gatho ya jä'i. r'a xi bi tsiti, gatho ha ya ze̱ki ra (ngo̱k'ei) xi bi nto̱ge nubu̱ nuna xäxi, gatho ya hmi, ha ya ñäxu, ne ha ya tihñä.	bi fu̱di ra zänä ra tepeílhuitl. bi nteste gatho ya jä'i. r'a xi bi tsiti, gatho ha ya ze̱ki ra (ngo̱k'ei) xi bi nto̱ge nubu̱ nuna xäxi, gatho ya hmi, ha ya ñäxu, ne ha ya tihñä.	bi phɨdi ra zᶏnᶏ ra tepeílhuitl. bi nteste gatho ya khᶏʔi. rʔa ši bi citi, gatho ha ya zɛki ra (ngɔkʔei) ši bi ntɔge nubɨ nuna šᶏši, gatho ya hmi, ha ya ñᶏšu, ne ha ya tihñᶏ.	bi ɸɨdi ra zãnã ra tepeílhuitl. bi nteste gatho ja khãʔi. rʔa ʃi bi t͡siti, gatho ha ja zɛki ra (ngɔkʔei) ʃi bi ntɔge nubɨ nuna ʃãʃi, gatho ja hmi, ha ja ɲãʃu, ne ha ja tihɲã.
43	uitl	Cuitlahuacatzin	Xki bädi nuya thogi ra Ts'e̱y'e̱hmu bi mati ra b'e̱datsi ra Cacama da ñäui bi apabi ra ts'ofo ne ra Cuitlahuacatzin ra ku ne mar'a ya bo̱nahmu pa da t'ambabi pa xama da tsini ya kamfri ya cristiano, bi metsi ts'ofo xi mra ma, ne inbi pädi te da o̱'te.	xki bädi nuya tjogi ra ts'e̱y'e̱jmu bi mati ra b'e̱datsi ra tsatsama da ñäui bi apabi ra ts'ofo ne ra tsuitlajuatsatzin ra ku ne mar'a ya bo̱najmu pa da t'ambabi pa xama da tsini ya kamfri ya tsristiano, bi metsi ts'ofo xi mra ma, ne inbi pädi te da o̱'te.	xki bädi nuya thogi ra ts'e̱y'e̱hmu bi mati ra b'e̱datsi ra tsatsama da ñäui bi apabi ra ts'ofo ne ra tsuitlahuatsatzin ra ku ne mar'a ya bo̱nahmu pa da t'ambabi pa xama da tsini ya kamfri ya tsristiano, bi metsi ts'ofo xi mra ma, ne inbi pädi te da o̱'te.	xki bädi nuya thogi ra ts'e̱y'e̱hmu bi mati ra b'e̱datsi ra tsatsama da ñäui bi apabi ra ts'ofo ne ra tsuitlahuatsatzin ra ku ne mar'a ya bo̱nahmu pa da t'ambabi pa xama da tsini ya kamfri ya tsristiano, bi metsi ts'ofo xi mra ma, ne inbi pädi te da o̱'te.	ški bᶏdi nuya thogi ra cʔɛyʔɛhmu bi mati ra bʔɛdaci ra cacama da ñᶏui bi apabi ra cʔopho ne ra cuitlahuacatzin ra ku ne marʔa ya bɔnahmu pa da tʔambabi pa šama da cini ya kamphri ya cristiano, bi meci cʔopho ši mra ma, ne inbi pᶏdi te da ɔʔte.	ʃki bãdi nuja thogi ra t͡sʔɛjʔɛhmu bi mati ra bʔɛdat͡si ra t͡sat͡sama da ɲãui bi apabi ra t͡sʔoɸo ne ra t͡suitlahuat͡satzin ra ku ne maɾʔa ja bɔnahmu pa da tʔambabi pa ʃama da t͡sini ja kamɸɾi ja t͡sɾistiano, bi met͡si t͡sʔoɸo ʃi mɾa ma, ne inbi pãdi te da ɔʔte.
44	uitl	Tepeíhuitl:	Tepeíhuitl: Ra r'et'a ma hñu ya zänä mi t'o̱tuabi ya ngo ya Ajuä mi b'u̱i ya mbänthi.	tepeíjuitl: ra r'et'a ma jñu ya zänä mi t'o̱tuabi ya ngo ya ajuä mi b'u̱i ya mbäntji.	tepeíhuitl: ra r'et'a ma hñu ya zänä mi t'o̱tuabi ya ngo ya ajuä mi b'u̱i ya mbänthi.	tepeíhuitl: ra r'et'a ma hñu ya zänä mi t'o̱tuabi ya ngo ya ajuä mi b'u̱i ya mbänthi.	tepeíhuitl: ra rʔetʔa ma hñu ya zᶏnᶏ mi tʔɔtuabi ya ngo ya akhuᶏ mi bʔɨi ya mbᶏnthi.	tepeíhuitl: ra rʔetʔa ma hɲu ja zãnã mi tʔɔtuabi ja ngo ja akhuã mi bʔɨi ja mbãnthi.
45	uitl	Cuitláhuac,	Ya mengu ra Coyoacan, ra Cuauhtitlan, ra Tultitlan, ra Chicunauhtla, ra Conacotzin, ra Tetzcoco, ra Cuitláhuac, ra Tepechpan, ra Itzyoca.	ya mengu ra tsoyoatsan, ra tsuaujtitlan, ra tultitlan, ra chitsunaujtla, ra tsonatsotzin, ra tetztsotso, ra tsuitlájuats, ra tepechpan, ra itzyotsa.	ya mengu ra tsoyoatsan, ra tsuauhtitlan, ra tultitlan, ra chitsunauhtla, ra tsonatsotzin, ra tetztsotso, ra tsuitláhuats, ra tepechpan, ra itzyotsa.	ya mengu ra tsoyoatsan, ra tsuauhtitlan, ra tultitlan, ra txitsunauhtla, ra tsonatsotzin, ra tetztsotso, ra tsuitláhuats, ra tepetxpan, ra itzyotsa.	ya mengu ra coyoacan, ra cuauhtitlan, ra tultitlan, ra čicunauhtla, ra conacotzin, ra tetzcoco, ra cuitláhuac, ra tepečpan, ra itzyoca.	ja mengu ra t͡sojoat͡san, ra t͡suauhtitlan, ra tultitlan, ra t͡ʃit͡sunauhtla, ra t͡sonat͡sotzin, ra tetzt͡sot͡so, ra t͡suitláhuat͡s, ra tepet͡ʃpan, ra itzjot͡sa.
46	uitl	Cuitlalpítoc	ra Cuitlalpítoc maha di gekua,	ra tsuitlalpítots maja di gekua,	ra tsuitlalpítots maha di gekua,	ra tsuitlalpítots maha di gekua,	ra cuitlalpítoc maha di gekua,	ra t͡suitlalpítot͡s maha di gekua,
47	uitl	Cuitlahuacatzin,	Inga ra nge'a ra nja ya ñ'o̱te ya ts'othogi ra Cuitlahuacatzin, nu'a ra Ts'e̱y'e̱hmu bi huahni da do̱m'i mpaha nuña ñämfo̱.	inga ra nge'a ra nja ya ñ'o̱te ya ts'otjogi ra tsuitlajuatsatzin, nu'a ra ts'e̱y'e̱jmu bi juajni da do̱m'i mpaja nuña ñämfo̱.	inga ra nge'a ra nja ya ñ'o̱te ya ts'othogi ra tsuitlahuatsatzin, nu'a ra ts'e̱y'e̱hmu bi huahni da do̱m'i mpaha nuña ñämfo̱.	inga ra nge'a ra nja ya ñ'o̱te ya ts'othogi ra tsuitlahuatsatzin, nu'a ra ts'e̱y'e̱hmu bi huahni da do̱m'i mpaha nuña ñämfo̱.	inga ra ngeʔa ra nkha ya ñʔɔte ya cʔothogi ra cuitlahuacatzin, nuʔa ra cʔɛyʔɛhmu bi huahni da dɔmʔi mpaha nuña ñᶏmphɔ.	inga ra ngeʔa ra nkha ja ɲʔɔte ja t͡sʔothogi ra t͡suitlahuat͡satzin, nuʔa ra t͡sʔɛjʔɛhmu bi huahni da dɔmʔi mpaha nuɲa ɲãmɸɔ.
48	uitl	xihuitl	"-N'ate pa n'a ra zänä de ra r'e̱t'a ma hñäto ""zänä"" mi zo̱ta ya munts'i ya n'ate ya pa ge mi hoki ra xihuitl o ""ra m'ede ra je̱ya"""	"-n'ate pa n'a ra zänä de ra r'e̱t'a ma jñäto ""zänä"" mi zo̱ta ya munts'i ya n'ate ya pa ge mi joki ra xijuitl o ""ra m'ede ra je̱ya"""	"-n'ate pa n'a ra zänä de ra r'e̱t'a ma hñäto ""zänä"" mi zo̱ta ya munts'i ya n'ate ya pa ge mi hoki ra xihuitl o ""ra m'ede ra je̱ya"""	"-n'ate pa n'a ra zänä de ra r'e̱t'a ma hñäto ""zänä"" mi zo̱ta ya munts'i ya n'ate ya pa ge mi hoki ra xihuitl o ""ra m'ede ra je̱ya"""	"-nʔate pa nʔa ra zᶏnᶏ de ra rʔɛtʔa ma hñᶏto ""zᶏnᶏ"" mi zɔta ya muncʔi ya nʔate ya pa ge mi hoki ra šihuitl o ""ra mʔede ra khɛya"""	"-nʔate pa nʔa ra zãnã de ra rʔɛtʔa ma hɲãto ""zãnã"" mi zɔta ja munt͡sʔi ja nʔate ja pa ge mi hoki ra ʃihuitl o ""ɾa mʔede ra khɛja"""
49	uitl	Cohuayhuitl,	Nuni njani bri ts'ätabi ya ua. Nuya makjä ra Cuauhcóhuatl ne ra Cohuayhuitl, ra Tecohuentzin ne ra Tetlanmécatl bri t'apabi ra k'astaboja xki m'e̱di ha ra ñ'u ra dehe ya ue̱ma	nuni njani bri ts'ätabi ya ua. nuya makjä ra tsuaujtsójuatl ne ra tsojuayjuitl, ra tetsojuentzin ne ra tetlanmétsatl bri t'apabi ra k'astaboja xki m'e̱di ja ra ñ'u ra deje ya ue̱ma	nuni njani bri ts'ätabi ya ua. nuya makjä ra tsuauhtsóhuatl ne ra tsohuayhuitl, ra tetsohuentzin ne ra tetlanmétsatl bri t'apabi ra k'astaboja xki m'e̱di ha ra ñ'u ra dehe ya ue̱ma	nuni njani bri ts'ätabi ya ua. nuya makjä ra tsuauhtsóhuatl ne ra tsohuayhuitl, ra tetsohuentzin ne ra tetlanmétsatl bri t'apabi ra k'astaboja xki m'e̱di ha ra ñ'u ra dehe ya ue̱ma	nuni nkhani bri cʔᶏtabi ya ua. nuya makkhᶏ ra cuauhcóhuatl ne ra cohuayhuitl, ra tecohuentzin ne ra tetlanmécatl bri tʔapabi ra kʔastabokha ški mʔɛdi ha ra ñʔu ra dehe ya uɛma	nuni nkhani bɾi t͡sʔãtabi ja ua. nuja makkhã ra t͡suauht͡sóhuatl ne ra t͡sohuajhuitl, ra tet͡sohuentzin ne ra tetlanmét͡satl bɾi tʔapabi ra kʔastabokha ʃki mʔɛdi ha ra ɲʔu ra dehe ja uɛma
50	uitl	Cuitlahuacatzin	ne ra Cuitlahuacatzin ra ku xa gu̱ ra ñ'u pa Iztapalapan pa xa me̱ts'i ha ya ndo̱m'i hmu.	ne ra tsuitlajuatsatzin ra ku xa gu̱ ra ñ'u pa iztapalapan pa xa me̱ts'i ja ya ndo̱m'i jmu.	ne ra tsuitlahuatsatzin ra ku xa gu̱ ra ñ'u pa iztapalapan pa xa me̱ts'i ha ya ndo̱m'i hmu.	ne ra tsuitlahuatsatzin ra ku xa gu̱ ra ñ'u pa iztapalapan pa xa me̱ts'i ha ya ndo̱m'i hmu.	ne ra cuitlahuacatzin ra ku ša gɨ ra ñʔu pa iztapalapan pa ša mɛcʔi ha ya ndɔmʔi hmu.	ne ra t͡suitlahuat͡satzin ra ku ʃa gɨ ra ɲʔu pa iztapalapan pa ʃa mɛt͡sʔi ha ja ndɔmʔi hmu.
51	uitl	Cuitlalpítoc,	Njabu̱ bi ma ko ma r'a ya jä'i n'a mra thuhu ra Cuitlalpítoc, nu'a man'a ra Cuetlaxtécatl	njabu̱ bi ma ko ma r'a ya jä'i n'a mra tjuju ra tsuitlalpítots, nu'a man'a ra tsuetlaxtétsatl	njabu̱ bi ma ko ma r'a ya jä'i n'a mra thuhu ra tsuitlalpítots, nu'a man'a ra tsuetlaxtétsatl	njabu̱ bi ma ko ma r'a ya jä'i n'a mra thuhu ra tsuitlalpítots, nu'a man'a ra tsuetlaxtétsatl	nkhabɨ bi ma ko ma rʔa ya khᶏʔi nʔa mra thuhu ra cuitlalpítoc, nuʔa manʔa ra cuetlaštécatl	nkhabɨ bi ma ko ma rʔa ja khãʔi nʔa mɾa thuhu ra t͡suitlalpítot͡s, nuʔa manʔa ra t͡suetlaʃtét͡satl
52	uitl	Coaíhuitl	Coaíhuitl mra gabida ndeznä nuya mapa digeá ra T'o̱t'ats' okamfeni.	tsoaíjuitl mra gabida ndeznä nuya mapa digeá ra t'o̱t'ats' okamfeni.	tsoaíhuitl mra gabida ndeznä nuya mapa digeá ra t'o̱t'ats' okamfeni.	tsoaíhuitl mra gabida ndeznä nuya mapa digeá ra t'o̱t'ats' okamfeni.	coaíhuitl mra gabida ndeznᶏ nuya mapa digeá ra tʔɔtʔacʔ okampheni.	t͡soaíhuitl mɾa gabida ndeznã nuja mapa digeá ra tʔɔtʔat͡sʔ okamɸeni.
