	Palabra	Aparece en:	OTS	INALI	OTQ	RFE	fon
88	johia	Du̱i xoki ra tsi hmets'i, di ñhandi ngätho goho ya tsät'i ra ximhäi, n'a ngu n'a, di ndu̱i made, ha po̱xa ñhadi, ha di ñu̱'i, madu̱'i ne ma ña, japap'u̱ ne yopi, di guadi di ñhandi ha po̱xa ra hiatsi ja ra ma'ye, hamp'u̱ xa mbo̱nga n'a chi tu̱i, ge'ä ra 17 ra yonzänä ja negipu̱ ra thay ra tsi hiady, nje̱yam'i njap'u konge ya thay ra tsihiady, ya jä'i johia ne tso'mi, njap'u̱ nthe ya nfeni ra pa ne ra ximhäi, uáts'a ya y'e̱ zengua ra tsi hyadi ne maa.	du̱i xoki ra tsi jmets'i, di ñjandi ngätjo gojo ya tsät'i ra ximjäi, n'a ngu n'a, di ndu̱i made, ja po̱xa ñjadi, ja di ñu̱'i, madu̱'i ne ma ña, japap'u̱ ne yopi, di guadi di ñjandi ja po̱xa ra jiatsi ja ra ma'ye, jamp'u̱ xa mbo̱nga n'a chi tu̱i, ge'ä ra 17 ra yonzänä ja negipu̱ ra tjay ra tsi jiady, nje̱yam'i njap'u konge ya tjay ra tsijiady, ya jä'i jojia ne tso'mi, njap'u̱ ntje ya nfeni ra pa ne ra ximjäi, uáts'a ya y'e̱ zengua ra tsi jyadi ne maa.	du̱i xoki ra tsi hmets'i, di ñhandi ngätho goho ya tsät'i ra ximhäi, n'a ngu n'a, di ndu̱i made, ha po̱xa ñhadi, ha di ñu̱'i, madu̱'i ne ma ña, japap'u̱ ne yopi, di guadi di ñhandi ha po̱xa ra hiatsi ja ra ma'ye, hamp'u̱ xa mbo̱nga n'a chi tu̱i, ge'ä ra 17 ra yonzänä ja negipu̱ ra thay ra tsi hiady, nje̱yam'i njap'u konge ya thay ra tsihiady, ya jä'i johia ne tso'mi, njap'u̱ nthe ya nfeni ra pa ne ra ximhäi, uáts'a ya y'e̱ zengua ra tsi hyadi ne maa.	du̱i xoki ra tsi hmets'i, di ñhandi ngätho goho ya tsät'i ra ximhäi, n'a ngu n'a, di ndu̱i made, ha po̱xa ñhadi, ha di ñu̱'i, madu̱'i ne ma ña, japap'u̱ ne yopi, di guadi di ñhandi ha po̱xa ra hiatsi ja ra ma'ye, hamp'u̱ xa mbo̱nga n'a txi tu̱i, ge'ä ra 17 ra yonzänä ja negipu̱ ra thay ra tsi hiady, nje̱yam'i njap'u konge ya thay ra tsihiady, ya jä'i johia ne tso'mi, njap'u̱ nthe ya nfeni ra pa ne ra ximhäi, uáts'a ya y'e̱ zengua ra tsi hyadi ne maa.	dɨi šoki ra ci hmecʔi, di ñhandi ngᶏtho goho ya cᶏtʔi ra šimhᶏi, nʔa ngu nʔa, di ndɨi made, ha pɔša ñhadi, ha di ñɨʔi, madɨʔi ne ma ña, khapapʔɨ ne yopi, di guadi di ñhandi ha pɔša ra hiaci kha ra maʔye, hampʔɨ ša mbɔnga nʔa či tɨi, geʔᶏ ra 17 ra yonzᶏnᶏ kha negipɨ ra thay ra ci hiady, nkhɛyamʔi nkhapʔu konge ya thay ra cihiady, ya khᶏʔi khohia ne coʔmi, nkhapʔɨ nthe ya npheni ra pa ne ra šimhᶏi, uácʔa ya yʔɛ zengua ra ci hyadi ne maa.	dɨi ʃoki ra t͡si hmet͡sʔi, di ɲhandi ngãtho goho ja t͡sãtʔi ra ʃimhãi, nʔa ngu nʔa, di ndɨi made, ha pɔʃa ɲhadi, ha di ɲɨʔi, madɨʔi ne ma ɲa, khapapʔɨ ne jopi, di guadi di ɲhandi ha pɔʃa ra hiat͡si kha ra maʔje, hampʔɨ ʃa mbɔnga nʔa t͡ʃi tɨi, geʔã ra 17 ra jonzãnã kha negipɨ ra thaj ra t͡si hiadj, nkhɛjamʔi nkhapʔu konge ja thaj ra t͡sihiadj, ja khãʔi khohia ne t͡soʔmi, nkhapʔɨ nthe ja nɸeni ra pa ne ra ʃimhãi, uát͡sʔa ja jʔɛ zengua ra t͡si hjadi ne maa.
89	jakagihe	T'ena ge inbi unga mfädi pa gatho ya jä'i mi ñ'oui, ge nuna ndada ra Marqués da ñ'ehe dra hmu ha ma haihe, da ja me̱ti nu'a di pe̱tsihe nehe dra jakagihe ga mpe̱fihe ra hai ge bi umbabi o bi hänbabi ya hoga hai ya n'añ'o hnini.	t'ena ge inbi unga mfädi pa gatjo ya jä'i mi ñ'oui, ge nuna ndada ra marqués da ñ'eje dra jmu ja ma jaije, da ja me̱ti nu'a di pe̱tsije neje dra jakagije ga mpe̱fije ra jai ge bi umbabi o bi jänbabi ya joga jai ya n'añ'o jnini.	t'ena ge inbi unga mfädi pa gatho ya jä'i mi ñ'oui, ge nuna ndada ra marqués da ñ'ehe dra hmu ha ma haihe, da ja me̱ti nu'a di pe̱tsihe nehe dra jakagihe ga mpe̱fihe ra hai ge bi umbabi o bi hänbabi ya hoga hai ya n'añ'o hnini.	t'ena ge inbi unga mfädi pa gatho ya jä'i mi ñ'oui, ge nuna ndada ra marqués da ñ'ehe dra hmu ha ma haihe, da ja me̱ti nu'a di pe̱tsihe nehe dra jakagihe ga mpe̱fihe ra hai ge bi umbabi o bi hänbabi ya hoga hai ya n'añ'o hnini.	tʔena ge inbi unga mphᶏdi pa gatho ya khᶏʔi mi ñʔoui, ge nuna ndada ra marqués da ñʔehe dra hmu ha ma haihe, da kha mɛti nuʔa di pɛcihe nehe dra khakagihe ga mpɛphihe ra hai ge bi umbabi o bi hᶏnbabi ya hoga hai ya nʔañʔo hnini.	tʔena ge inbi unga mɸãdi pa gatho ja khãʔi mi ɲʔoui, ge nuna ndada ra maɾqués da ɲʔehe dɾa hmu ha ma haihe, da kha mɛti nuʔa di pɛt͡sihe nehe dɾa khakagihe ga mpɛɸihe ra hai ge bi umbabi o bi hãnbabi ja hoga hai ja nʔaɲʔo hnini.
90	jakagihe	Nehe njo'o to'o bi ñot'igihe, jo'o into bi jakagihe ga mä majuäni ge'a Ajua, bi o̱t'e se̱he̱ ra paha pa go ge'i ma hmu'ihe ne njabu̱ ga tsihñe ko ya johya nuya nso̱ho̱ ñämfo̱ ge bi guat'k'agihe nuua ra ra'yo hai.	neje njo'o to'o bi ñot'igije, jo'o into bi jakagije ga mä majuäni ge'a ajua, bi o̱t'e se̱je̱ ra paja pa go ge'i ma jmu'ije ne njabu̱ ga tsijñe ko ya jojya nuya nso̱jo̱ ñämfo̱ ge bi guat'k'agije nuua ra ra'yo jai.	nehe njo'o to'o bi ñot'igihe, jo'o into bi jakagihe ga mä majuäni ge'a ajua, bi o̱t'e se̱he̱ ra paha pa go ge'i ma hmu'ihe ne njabu̱ ga tsihñe ko ya johya nuya nso̱ho̱ ñämfo̱ ge bi guat'k'agihe nuua ra ra'yo hai.	nehe njo'o to'o bi ñot'igihe, jo'o into bi jakagihe ga mä majuäni ge'a ajua, bi o̱t'e se̱he̱ ra paha pa go ge'i ma hmu'ihe ne njabu̱ ga tsihñe ko ya johya nuya nso̱ho̱ ñämfo̱ ge bi guat'k'agihe nuua ra ra'yo hai.	nehe nkhoʔo toʔo bi ñotʔigihe, khoʔo into bi khakagihe ga mᶏ makhuᶏni geʔa akhua, bi ɔtʔe sɛhɛ ra paha pa go geʔi ma hmuʔihe ne nkhabɨ ga cihñe ko ya khohya nuya nsɔhɔ ñᶏmphɔ ge bi guatʔkʔagihe nuua ra raʔyo hai.	nehe nkhoʔo toʔo bi ɲotʔigihe, khoʔo into bi khakagihe ga mã makhuãni geʔa akhua, bi ɔtʔe sɛhɛ ra paha pa go geʔi ma hmuʔihe ne nkhabɨ ga t͡sihɲe ko ja khohja nuja nsɔhɔ ɲãmɸɔ ge bi guatʔkʔagihe nuua ra raʔjo hai.
91	hogajä'i	Ne nub'u̱ bi m u̱di ra ts'oka t'o̱t'amfeni ne bi t'o̱t'a ra mabagi, xib'u̱ nehe nuhe da hñokihe pa ga fats'ihe, ra nge'a nugagihe da unihe ya mpe̱fi pa ra mabagi, ma mpe̱fihe ne gatho di pe̱tsihe, inga se̱he̱ bi hmati ra thuhu r'a, da mahe nekagihe to'o dra ts'u̱tuihe nehe gatho ya hogajä'i ne ma b'e̱gohe, da tsits'ihe pa da mfaste ko nuya ñämfo̱ [...]	ne nub'u̱ bi m u̱di ra ts'oka t'o̱t'amfeni ne bi t'o̱t'a ra mabagi, xib'u̱ neje nuje da jñokije pa ga fats'ije, ra nge'a nugagije da unije ya mpe̱fi pa ra mabagi, ma mpe̱fije ne gatjo di pe̱tsije, inga se̱je̱ bi jmati ra tjuju r'a, da maje nekagije to'o dra ts'u̱tuije neje gatjo ya jogajä'i ne ma b'e̱goje, da tsits'ije pa da mfaste ko nuya ñämfo̱ [...]	ne nub'u̱ bi m u̱di ra ts'oka t'o̱t'amfeni ne bi t'o̱t'a ra mabagi, xib'u̱ nehe nuhe da hñokihe pa ga fats'ihe, ra nge'a nugagihe da unihe ya mpe̱fi pa ra mabagi, ma mpe̱fihe ne gatho di pe̱tsihe, inga se̱he̱ bi hmati ra thuhu r'a, da mahe nekagihe to'o dra ts'u̱tuihe nehe gatho ya hogajä'i ne ma b'e̱gohe, da tsits'ihe pa da mfaste ko nuya ñämfo̱ [...]	ne nub'u̱ bi m u̱di ra ts'oka t'o̱t'amfeni ne bi t'o̱t'a ra mabagi, xib'u̱ nehe nuhe da hñokihe pa ga fats'ihe, ra nge'a nugagihe da unihe ya mpe̱fi pa ra mabagi, ma mpe̱fihe ne gatho di pe̱tsihe, inga se̱he̱ bi hmati ra thuhu r'a, da mahe nekagihe to'o dra ts'u̱tuihe nehe gatho ya hogajä'i ne ma b'e̱gohe, da tsits'ihe pa da mfaste ko nuya ñämfo̱ [...]	ne nubʔɨ bi m ɨdi ra cʔoka tʔɔtʔampheni ne bi tʔɔtʔa ra mabagi, šibʔɨ nehe nuhe da hñokihe pa ga phacʔihe, ra ngeʔa nugagihe da unihe ya mpɛphi pa ra mabagi, ma mpɛphihe ne gatho di pɛcihe, inga sɛhɛ bi hmati ra thuhu rʔa, da mahe nekagihe toʔo dra cʔɨtuihe nehe gatho ya hogakhᶏʔi ne ma bʔɛgohe, da cicʔihe pa da mphaste ko nuya ñᶏmphɔ [...]	ne nubʔɨ bi m ɨdi ra t͡sʔoka tʔɔtʔamɸeni ne bi tʔɔtʔa ra mabagi, ʃibʔɨ nehe nuhe da hɲokihe pa ga ɸat͡sʔihe, ra ngeʔa nugagihe da unihe ja mpɛɸi pa ra mabagi, ma mpɛɸihe ne gatho di pɛt͡sihe, inga sɛhɛ bi hmati ra thuhu rʔa, da mahe nekagihe toʔo dɾa t͡sʔɨtuihe nehe gatho ja hogakhãʔi ne ma bʔɛgohe, da t͡sit͡sʔihe pa da mɸaste ko nuja ɲãmɸɔ [...]
92	ajuähu̱,	y'o, ri ma ne gi xipabihu̱ ya metlaxcala ge ma r'a ya me̱ti jä'i ne ri ajuähu̱, ge nu'a ga mä ge xa ehe nuua ma haihu̱, ge di umbabihe ma nthädihe.	y'o, ri ma ne gi xipabiju̱ ya metlaxtsala ge ma r'a ya me̱ti jä'i ne ri ajuäju̱, ge nu'a ga mä ge xa eje nuua ma jaiju̱, ge di umbabije ma ntjädije.	y'o, ri ma ne gi xipabihu̱ ya metlaxtsala ge ma r'a ya me̱ti jä'i ne ri ajuähu̱, ge nu'a ga mä ge xa ehe nuua ma haihu̱, ge di umbabihe ma nthädihe.	y'o, ri ma ne gi xipabihu̱ ya metlaxtsala ge ma r'a ya me̱ti jä'i ne ri ajuähu̱, ge nu'a ga mä ge xa ehe nuua ma haihu̱, ge di umbabihe ma nthädihe.	yʔo, ri ma ne gi šipabihɨ ya metlašcala ge ma rʔa ya mɛti khᶏʔi ne ri akhuᶏhɨ, ge nuʔa ga mᶏ ge ša ehe nuua ma haihɨ, ge di umbabihe ma nthᶏdihe.	jʔo, ri ma ne gi ʃipabihɨ ja metlaʃt͡sala ge ma rʔa ja mɛti khãʔi ne ri akhuãhɨ, ge nuʔa ga mã ge ʃa ehe nuua ma haihɨ, ge di umbabihe ma nthãdihe.
93	nso̱ho̱jä'i,	Ra nthädi ra Cuitlahuacatzin bi ena ge ina da o̱t'e nuya bi b'e̱pabi ya nso̱ho̱jä'i,	ra ntjädi ra tsuitlajuatsatzin bi ena ge ina da o̱t'e nuya bi b'e̱pabi ya nso̱jo̱jä'i,	ra nthädi ra tsuitlahuatsatzin bi ena ge ina da o̱t'e nuya bi b'e̱pabi ya nso̱ho̱jä'i,	ra nthädi ra tsuitlahuatsatzin bi ena ge ina da o̱t'e nuya bi b'e̱pabi ya nso̱ho̱jä'i,	ra nthᶏdi ra cuitlahuacatzin bi ena ge ina da ɔtʔe nuya bi bʔɛpabi ya nsɔhɔkhᶏʔi,	ra nthãdi ra t͡suitlahuat͡satzin bi ena ge ina da ɔtʔe nuja bi bʔɛpabi ja nsɔhɔkhãʔi,
94	jä'ihe	Dra jä'ihe ha nu'a ra hnini.	dra jä'ije ja nu'a ra jnini.	dra jä'ihe ha nu'a ra hnini.	dra jä'ihe ha nu'a ra hnini.	dra khᶏʔihe ha nuʔa ra hnini.	dɾa khãʔihe ha nuʔa ra hnini.
95	jä'ihe	Nugagihe ngu ra ts'u̱tui ne nuhe ya mfaste ts'u̱tui, ne ya däk'ei ne nugagihe ya hoga bu̱i jä''i, nugagihe dra t'u̱ka ts'u̱tuihe gatho ri jä'ihe, nugagihe ri b'e̱gogihe, ko ndunthi ra t'ek'ei di apa'ihe hi nu po gekagihe, ra nge'a nuna thogi sta thogihe xi ra dängi; ra ntso̱m'i ge mit'k'agihe ma ndätehe.	nugagije ngu ra ts'u̱tui ne nuje ya mfaste ts'u̱tui, ne ya däk'ei ne nugagije ya joga bu̱i jä''i, nugagije dra t'u̱ka ts'u̱tuije gatjo ri jä'ije, nugagije ri b'e̱gogije, ko nduntji ra t'ek'ei di apa'ije ji nu po gekagije, ra nge'a nuna tjogi sta tjogije xi ra dängi; ra ntso̱m'i ge mit'k'agije ma ndäteje.	nugagihe ngu ra ts'u̱tui ne nuhe ya mfaste ts'u̱tui, ne ya däk'ei ne nugagihe ya hoga bu̱i jä''i, nugagihe dra t'u̱ka ts'u̱tuihe gatho ri jä'ihe, nugagihe ri b'e̱gogihe, ko ndunthi ra t'ek'ei di apa'ihe hi nu po gekagihe, ra nge'a nuna thogi sta thogihe xi ra dängi; ra ntso̱m'i ge mit'k'agihe ma ndätehe.	nugagihe ngu ra ts'u̱tui ne nuhe ya mfaste ts'u̱tui, ne ya däk'ei ne nugagihe ya hoga bu̱i jä''i, nugagihe dra t'u̱ka ts'u̱tuihe gatho ri jä'ihe, nugagihe ri b'e̱gogihe, ko ndunthi ra t'ek'ei di apa'ihe hi nu po gekagihe, ra nge'a nuna thogi sta thogihe xi ra dängi; ra ntso̱m'i ge mit'k'agihe ma ndätehe.	nugagihe ngu ra cʔɨtui ne nuhe ya mphaste cʔɨtui, ne ya dᶏkʔei ne nugagihe ya hoga bɨi khᶏʔʔi, nugagihe dra tʔɨka cʔɨtuihe gatho ri khᶏʔihe, nugagihe ri bʔɛgogihe, ko ndunthi ra tʔekʔei di apaʔihe hi nu po gekagihe, ra ngeʔa nuna thogi sta thogihe ši ra dᶏngi; ra ncɔmʔi ge mitʔkʔagihe ma ndᶏtehe.	nugagihe ngu ra t͡sʔɨtui ne nuhe ja mɸaste t͡sʔɨtui, ne ja dãkʔei ne nugagihe ja hoga bɨi khãʔʔi, nugagihe dɾa tʔɨka t͡sʔɨtuihe gatho ri khãʔihe, nugagihe ri bʔɛgogihe, ko ndunthi ra tʔekʔei di apaʔihe hi nu po gekagihe, ra ngeʔa nuna thogi sta thogihe ʃi ra dãngi; ra nt͡sɔmʔi ge mitʔkʔagihe ma ndãtehe.
96	jä'ihe	Nehe inda tsogihe ha ya mabagi maske r'a ma jä'ihe bra tho, nehe ingi ñ'ekagihe, majuäni da unihe ko nu'a ri ñ'ehe [...]	neje inda tsogije ja ya mabagi maske r'a ma jä'ije bra tjo, neje ingi ñ'ekagije, majuäni da unije ko nu'a ri ñ'eje [...]	nehe inda tsogihe ha ya mabagi maske r'a ma jä'ihe bra tho, nehe ingi ñ'ekagihe, majuäni da unihe ko nu'a ri ñ'ehe [...]	nehe inda tsogihe ha ya mabagi maske r'a ma jä'ihe bra tho, nehe ingi ñ'ekagihe, majuäni da unihe ko nu'a ri ñ'ehe [...]	nehe inda cogihe ha ya mabagi maske rʔa ma khᶏʔihe bra tho, nehe ingi ñʔekagihe, makhuᶏni da unihe ko nuʔa ri ñʔehe [...]	nehe inda t͡sogihe ha ja mabagi maske rʔa ma khãʔihe bɾa tho, nehe ingi ɲʔekagihe, makhuãni da unihe ko nuʔa ri ɲʔehe [...]
97	juatihe	ma bo̱nahmu'ihe: nuna b'e̱fi ga tsokagihe sta juatihe gatho: gi nuti nuua, xa hño bo̱nahmu.	ma bo̱najmu'ije: nuna b'e̱fi ga tsokagije sta juatije gatjo: gi nuti nuua, xa jño bo̱najmu.	ma bo̱nahmu'ihe: nuna b'e̱fi ga tsokagihe sta juatihe gatho: gi nuti nuua, xa hño bo̱nahmu.	ma bo̱nahmu'ihe: nuna b'e̱fi ga tsokagihe sta juatihe gatho: gi nuti nuua, xa hño bo̱nahmu.	ma bɔnahmuʔihe: nuna bʔɛphi ga cokagihe sta khuatihe gatho: gi nuti nuua, ša hño bɔnahmu.	ma bɔnahmuʔihe: nuna bʔɛɸi ga t͡sokagihe sta khuatihe gatho: gi nuti nuua, ʃa hɲo bɔnahmu.
98	juatihe	di ne ga mahe ko nge'i ga yo̱t'ehe nu'a di jabu̱, ga juatihe nu'a ra m'u̱hai nehe ya t'u̱ka hnini ge inte ga tsogihe ni n'a ra jä'i ra nge'a nuyu pe̱tsi ya ts'oga m'u̱i,	di ne ga maje ko nge'i ga yo̱t'eje nu'a di jabu̱, ga juatije nu'a ra m'u̱jai neje ya t'u̱ka jnini ge inte ga tsogije ni n'a ra jä'i ra nge'a nuyu pe̱tsi ya ts'oga m'u̱i,	di ne ga mahe ko nge'i ga yo̱t'ehe nu'a di jabu̱, ga juatihe nu'a ra m'u̱hai nehe ya t'u̱ka hnini ge inte ga tsogihe ni n'a ra jä'i ra nge'a nuyu pe̱tsi ya ts'oga m'u̱i,	di ne ga mahe ko nge'i ga yo̱t'ehe nu'a di jabu̱, ga juatihe nu'a ra m'u̱hai nehe ya t'u̱ka hnini ge inte ga tsogihe ni n'a ra jä'i ra nge'a nuyu pe̱tsi ya ts'oga m'u̱i,	di ne ga mahe ko ngeʔi ga yɔtʔehe nuʔa di khabɨ, ga khuatihe nuʔa ra mʔɨhai nehe ya tʔɨka hnini ge inte ga cogihe ni nʔa ra khᶏʔi ra ngeʔa nuyu pɛci ya cʔoga mʔɨi,	di ne ga mahe ko ngeʔi ga jɔtʔehe nuʔa di khabɨ, ga khuatihe nuʔa ra mʔɨhai nehe ja tʔɨka hnini ge inte ga t͡sogihe ni nʔa ra khãʔi ra ngeʔa nuju pɛt͡si ja t͡sʔoga mʔɨi,
99	ju̱he	Habu̱ ga ju̱he nuyu̱ (ya tenochcas) te gi honihu̱?	jabu̱ ga ju̱je nuyu̱ (ya tenochtsas) te gi joniju̱?	habu̱ ga ju̱he nuyu̱ (ya tenochtsas) te gi honihu̱?	habu̱ ga ju̱he nuyu̱ (ya tenotxtsas) te gi honihu̱?	habɨ ga khɨhe nuyɨ (ya tenočcas) te gi honihɨ?	habɨ ga khɨhe nujɨ (ja tenot͡ʃt͡sas) te gi honihɨ?
100	ju̱kagihe	di to̱m'ihe ra ñ'ethi pa nugagihe, n'a ra pa ngu ma n'a ra pa thogi nekagihe di huadihe ra nge'a indi tse̱tihe nuna b'u̱i t'o̱t'e ko ngekagihe man'año ya ntho, t'e̱nts'igihe thi ma haihe ma me̱tihe, ju̱kagihe ga mpe̱fihe ndunthi, b'e̱kagihe ga jut'ihe xdunthi ya boja, n'a ngu n'a ra pa nuna njut'i di o̱t'ehe man'a te ma thaihe di tuhe.	di to̱m'ije ra ñ'etji pa nugagije, n'a ra pa ngu ma n'a ra pa tjogi nekagije di juadije ra nge'a indi tse̱tije nuna b'u̱i t'o̱t'e ko ngekagije man'año ya ntjo, t'e̱nts'igije tji ma jaije ma me̱tije, ju̱kagije ga mpe̱fije nduntji, b'e̱kagije ga jut'ije xduntji ya boja, n'a ngu n'a ra pa nuna njut'i di o̱t'eje man'a te ma tjaije di tuje.	di to̱m'ihe ra ñ'ethi pa nugagihe, n'a ra pa ngu ma n'a ra pa thogi nekagihe di huadihe ra nge'a indi tse̱tihe nuna b'u̱i t'o̱t'e ko ngekagihe man'año ya ntho, t'e̱nts'igihe thi ma haihe ma me̱tihe, ju̱kagihe ga mpe̱fihe ndunthi, b'e̱kagihe ga jut'ihe xdunthi ya boja, n'a ngu n'a ra pa nuna njut'i di o̱t'ehe man'a te ma thaihe di tuhe.	di to̱m'ihe ra ñ'ethi pa nugagihe, n'a ra pa ngu ma n'a ra pa thogi nekagihe di huadihe ra nge'a indi tse̱tihe nuna b'u̱i t'o̱t'e ko ngekagihe man'año ya ntho, t'e̱nts'igihe thi ma haihe ma me̱tihe, ju̱kagihe ga mpe̱fihe ndunthi, b'e̱kagihe ga jut'ihe xdunthi ya boja, n'a ngu n'a ra pa nuna njut'i di o̱t'ehe man'a te ma thaihe di tuhe.	di tɔmʔihe ra ñʔethi pa nugagihe, nʔa ra pa ngu ma nʔa ra pa thogi nekagihe di huadihe ra ngeʔa indi cɛtihe nuna bʔɨi tʔɔtʔe ko ngekagihe manʔaño ya ntho, tʔɛncʔigihe thi ma haihe ma mɛtihe, khɨkagihe ga mpɛphihe ndunthi, bʔɛkagihe ga khutʔihe šdunthi ya bokha, nʔa ngu nʔa ra pa nuna nkhutʔi di ɔtʔehe manʔa te ma thaihe di tuhe.	di tɔmʔihe ra ɲʔethi pa nugagihe, nʔa ra pa ngu ma nʔa ra pa thogi nekagihe di huadihe ra ngeʔa indi t͡sɛtihe nuna bʔɨi tʔɔtʔe ko ngekagihe manʔaɲo ja ntho, tʔɛnt͡sʔigihe thi ma haihe ma mɛtihe, khɨkagihe ga mpɛɸihe ndunthi, bʔɛkagihe ga khutʔihe ʃdunthi ja bokha, nʔa ngu nʔa ra pa nuna nkhutʔi di ɔtʔehe manʔa te ma thaihe di tuhe.
101	jut'ihe	di to̱m'ihe ra ñ'ethi pa nugagihe, n'a ra pa ngu ma n'a ra pa thogi nekagihe di huadihe ra nge'a indi tse̱tihe nuna b'u̱i t'o̱t'e ko ngekagihe man'año ya ntho, t'e̱nts'igihe thi ma haihe ma me̱tihe, ju̱kagihe ga mpe̱fihe ndunthi, b'e̱kagihe ga jut'ihe xdunthi ya boja, n'a ngu n'a ra pa nuna njut'i di o̱t'ehe man'a te ma thaihe di tuhe.	di to̱m'ije ra ñ'etji pa nugagije, n'a ra pa ngu ma n'a ra pa tjogi nekagije di juadije ra nge'a indi tse̱tije nuna b'u̱i t'o̱t'e ko ngekagije man'año ya ntjo, t'e̱nts'igije tji ma jaije ma me̱tije, ju̱kagije ga mpe̱fije nduntji, b'e̱kagije ga jut'ije xduntji ya boja, n'a ngu n'a ra pa nuna njut'i di o̱t'eje man'a te ma tjaije di tuje.	di to̱m'ihe ra ñ'ethi pa nugagihe, n'a ra pa ngu ma n'a ra pa thogi nekagihe di huadihe ra nge'a indi tse̱tihe nuna b'u̱i t'o̱t'e ko ngekagihe man'año ya ntho, t'e̱nts'igihe thi ma haihe ma me̱tihe, ju̱kagihe ga mpe̱fihe ndunthi, b'e̱kagihe ga jut'ihe xdunthi ya boja, n'a ngu n'a ra pa nuna njut'i di o̱t'ehe man'a te ma thaihe di tuhe.	di to̱m'ihe ra ñ'ethi pa nugagihe, n'a ra pa ngu ma n'a ra pa thogi nekagihe di huadihe ra nge'a indi tse̱tihe nuna b'u̱i t'o̱t'e ko ngekagihe man'año ya ntho, t'e̱nts'igihe thi ma haihe ma me̱tihe, ju̱kagihe ga mpe̱fihe ndunthi, b'e̱kagihe ga jut'ihe xdunthi ya boja, n'a ngu n'a ra pa nuna njut'i di o̱t'ehe man'a te ma thaihe di tuhe.	di tɔmʔihe ra ñʔethi pa nugagihe, nʔa ra pa ngu ma nʔa ra pa thogi nekagihe di huadihe ra ngeʔa indi cɛtihe nuna bʔɨi tʔɔtʔe ko ngekagihe manʔaño ya ntho, tʔɛncʔigihe thi ma haihe ma mɛtihe, khɨkagihe ga mpɛphihe ndunthi, bʔɛkagihe ga khutʔihe šdunthi ya bokha, nʔa ngu nʔa ra pa nuna nkhutʔi di ɔtʔehe manʔa te ma thaihe di tuhe.	di tɔmʔihe ra ɲʔethi pa nugagihe, nʔa ra pa ngu ma nʔa ra pa thogi nekagihe di huadihe ra ngeʔa indi t͡sɛtihe nuna bʔɨi tʔɔtʔe ko ngekagihe manʔaɲo ja ntho, tʔɛnt͡sʔigihe thi ma haihe ma mɛtihe, khɨkagihe ga mpɛɸihe ndunthi, bʔɛkagihe ga khutʔihe ʃdunthi ja bokha, nʔa ngu nʔa ra pa nuna nkhutʔi di ɔtʔehe manʔa te ma thaihe di tuhe.
102	jut'ihe	Nub'u sta o̱t'ehe n'a ra dänga ts'oki ha ri thuhu, xka o̱de nu'a ya ndunthi ya ts'ogam'u̱i sta o̱t'ehe, ha ra nge'a nubia di jut'ihe ndunthi xi ra mädi ko ya boja ge akagihe, nubia ma jut'ihe yoto ma iki bi nhñuts'i dige'a ndi jut'ihe ma me̱t'o, nu'a ge ra yoho m'o ndi jut'ihe.	nub'u sta o̱t'eje n'a ra dänga ts'oki ja ri tjuju, xka o̱de nu'a ya nduntji ya ts'ogam'u̱i sta o̱t'eje, ja ra nge'a nubia di jut'ije nduntji xi ra mädi ko ya boja ge akagije, nubia ma jut'ije yoto ma iki bi njñuts'i dige'a ndi jut'ije ma me̱t'o, nu'a ge ra yojo m'o ndi jut'ije.	nub'u sta o̱t'ehe n'a ra dänga ts'oki ha ri thuhu, xka o̱de nu'a ya ndunthi ya ts'ogam'u̱i sta o̱t'ehe, ha ra nge'a nubia di jut'ihe ndunthi xi ra mädi ko ya boja ge akagihe, nubia ma jut'ihe yoto ma iki bi nhñuts'i dige'a ndi jut'ihe ma me̱t'o, nu'a ge ra yoho m'o ndi jut'ihe.	nub'u sta o̱t'ehe n'a ra dänga ts'oki ha ri thuhu, xka o̱de nu'a ya ndunthi ya ts'ogam'u̱i sta o̱t'ehe, ha ra nge'a nubia di jut'ihe ndunthi xi ra mädi ko ya boja ge akagihe, nubia ma jut'ihe yoto ma iki bi nhñuts'i dige'a ndi jut'ihe ma me̱t'o, nu'a ge ra yoho m'o ndi jut'ihe.	nubʔu sta ɔtʔehe nʔa ra dᶏnga cʔoki ha ri thuhu, ška ɔde nuʔa ya ndunthi ya cʔogamʔɨi sta ɔtʔehe, ha ra ngeʔa nubia di khutʔihe ndunthi ši ra mᶏdi ko ya bokha ge akagihe, nubia ma khutʔihe yoto ma iki bi nhñucʔi digeʔa ndi khutʔihe ma mɛtʔo, nuʔa ge ra yoho mʔo ndi khutʔihe.	nubʔu sta ɔtʔehe nʔa ra dãnga t͡sʔoki ha ri thuhu, ʃka ɔde nuʔa ja ndunthi ja t͡sʔogamʔɨi sta ɔtʔehe, ha ra ngeʔa nubia di khutʔihe ndunthi ʃi ra mãdi ko ja bokha ge akagihe, nubia ma khutʔihe joto ma iki bi nhɲut͡sʔi digeʔa ndi khutʔihe ma mɛtʔo, nuʔa ge ra joho mʔo ndi khutʔihe.
